FACILTOTSCP,UPTAENM,X,Y,target,label
53,한식,191130.6378,446476.7204,1,0
53,중국식,190364.652,447158.9463,1,0
53,호프/통닭,199798.0094,444137.2336,1,0
53,기타,204091.1102,441375.9313,1,0
53,한식,210877.285,448978.6104,1,0
53,기타,203760.7293,449372.1947,1,0
53,한식,207341.429,451914.0565,1,0
53,기타,202191.9372,457541.1511,1,0
53,일식,203886.6856,462768.2736,1,0
53,한식,205382.6283,460994.0518,1,0
53,기타,195719.0344,449732.0732,1,0
53,한식,192914.5744,449736.6509,1,0
53,경양식,213782.2316,443613.3988,1,0
53,기타,207418.8456,445303.4041,1,0
53,한식,212606.3549,449030.739,1,0
53,경양식,205576.7152,447828.2899,1,0
53,한식,204181.8717,453521.5775,1,0
53,호프/통닭,201601.6682,457866.3436,1,0
53,한식,205696.8984,461558.4784,1,0
53,분식,194171.6752,453208.5937,1,0
53,경양식,196627.1132,451880.3612,1,0
53,기타,193379.7145,450856.165,1,0
53,기타,196187.035,449462.8231,1,0
53,경양식,190838.3248,439761.362,1,0
53,일식,198213.7665,441742.0171,1,0
53,중국식,195804.0117,442402.7715,1,0
53,한식,203140.5975,445489.599,0,0
53,한식,211118.6778,442748.0811,0,0
53,한식,210197.8353,445422.6953,0,0
53,경양식,193371.1086,451043.9257,0,0
53,경양식,194062.5821,442571.4436,0,0
53,커피숍,194504.6563,446355.0215,1,1
53,아이스크림,192546.3251,445503.4603,1,1
53,기타 휴게음식점,198359.894,446755.8814,1,1
53,기타 휴게음식점,196715.8975,448015.6293,1,1
53,아이스크림,194780.8919,442208.6748,1,1
53,커피숍,202191.9372,457541.1511,0,1
53,커피숍,186410.0292,447620.8114,1,1
53,기타 휴게음식점,193591.2867,443976.8753,1,1
53,기타 휴게음식점,209655.0195,445703.225,1,1
53,아이스크림,212251.6035,448345.7274,1,1
53,기타 휴게음식점,193140.4272,450331.2368,1,1
53,커피숍,206495.5174,457808.6238,0,1
53,기타 휴게음식점,207128.934,448484.2214,0,1
53,기타 휴게음식점,193652.1299,451877.664,0,1
53,커피숍,192781.3388,449760.5559,0,1
53.04,한식,185798.6856,451481.4598,1,0
53.04,일식,185798.6856,451481.4598,1,0
53.04,한식,201956.181,458714.3658,1,0
53.05,키즈카페,192610.3187,454357.3849,1,1
53.06,기타,198983.5207,448023.6946,1,0
53.06,기타,200643.4011,453909.1475,1,0
53.06,커피숍,186501.2332,451485.2519,1,1
53.08,커피숍,207795.068,453084.3643,1,1
53.09,기타,191841.0856,450537.9105,1,0
53.09,호프/통닭,191841.0856,450537.9105,1,0
53.1,경양식,200824.5593,448002.7378,1,0
53.1,기타,195839.6426,441775.8316,1,0
53.1,분식,211558.9159,443857.4714,1,0
53.1,커피숍,201794.36,453789.2473,1,1
53.1,편의점,201374.7964,451714.6183,1,1
53.11,기타,201828.7566,446119.7149,0,0
53.12,기타,198743.0171,449127.1405,1,0
53.12,경양식,198685.8228,452930.5568,1,0
53.12,일식,197541.4182,452115.3,1,0
53.12,아이스크림,190457.1219,441496.9496,1,1
53.13,기타,189388.7796,449191.0703,1,0
53.13,한식,193305.2592,442445.6287,0,0
53.13,패스트푸드,187172.6776,447675.4547,1,1
53.13,커피숍,194506.6006,444625.3449,1,1
53.14,기타,198520.7193,449459.3107,1,0
53.14,기타,212356.0366,447903.3347,1,0
53.14,기타,208869.5342,455218.2643,1,0
53.15,호프/통닭,208790.93,440518.11,1,0
53.16,분식,196568.4189,447967.3823,1,0
53.16,기타,206247.5146,447652.4572,1,0
53.16,호프/통닭,206939.0668,450441.9913,1,0
53.18,일식,207634.3483,453377.3267,1,0
53.19,분식,202746.0401,443281.217,0,0
53.19,한식,201730.3576,445461.8673,1,0
53.19,커피숍,200322.1123,454123.9632,1,1
53.19,아이스크림,192293.6414,442579.7371,1,1
53.2,기타,198780.0187,451009.7736,1,0
53.2,호프/통닭,201562.5718,453092.4347,1,0
53.2,한식,187839.0143,450179.1085,1,0
53.2,호프/통닭,190869.7782,441522.7213,1,0
53.2,기타,200584.523,456246.311,1,0
53.2,일식,206881.568,458273.1639,1,0
53.2,기타,207947.7064,444879.713,0,0
53.2,한식,193594.9411,442496.2434,1,0
53.2,기타 휴게음식점,193042.5698,449560.7007,1,1
53.2,커피숍,193578.589,451668.1015,1,1
53.21,일식,190217.5322,440365.054,0,0
53.22,기타,192685.0963,449766.8824,1,0
53.22,기타 휴게음식점,192679.5627,449757.242,0,1
53.23,일반조리판매,183214.0889,450855.5094,1,1
53.24,기타,209595.2131,445912.2169,1,0
53.24,중국식,190899.153,443215.578,1,0
53.24,호프/통닭,207191.239,445287.9918,1,0
53.24,한식,197375.1298,452578.9808,1,0
53.24,커피숍,185548.3552,450828.7965,0,1
53.25,호프/통닭,207454.1943,453932.5023,1,0
53.26,식육(숯불구이),190469.8277,439877.1965,1,0
53.26,경양식,194062.5821,442571.4436,1,0
53.27,한식,,,1,0
53.27,기타,192720.619,449385.9193,1,0
53.27,커피숍,198311.8962,453487.2734,1,1
53.27,커피숍,193504.2843,451031.0446,1,1
53.28,기타,200506.1779,452186.7658,1,0
53.28,한식,207890.0515,454137.8245,1,0
53.28,호프/통닭,206582.2065,459342.0484,1,0
53.28,중국식,200571.7259,447793.9241,1,0
53.29,한식,202049.3075,443996.2793,1,0
53.29,기타,191668.8809,450223.848,1,0
53.29,기타 휴게음식점,199787.7693,451514.9289,1,1
53.3,분식,187676.9248,447189.154,1,0
53.3,기타,207601.5571,453358.1539,1,0
53.3,커피숍,196790.2749,441301.5663,1,1
53.3,편의점,207127.7298,454555.6831,1,1
53.3,커피숍,203978.2713,449225.6081,1,1
53.31,한식,195292.9726,449083.0603,1,0
53.31,분식,202608.9341,459320.0308,1,0
53.31,한식,199667.6758,447615.0643,1,0
53.31,기타 휴게음식점,208846.6826,445543.6023,1,1
53.31,커피숍,187761.9112,446957.8413,1,1
53.32,기타,202150.2176,459141.5183,1,0
53.33,한식,210654.5062,442070.5757,0,0
53.34,중국식,190396.5755,444722.165,1,0
53.34,커피숍,185509.1655,449450.0697,1,1
53.35,분식,183624.9214,451853.8383,1,0
53.35,패밀리레스트랑,202084.1385,446702.4138,1,0
53.35,"외국음식전문점(인도,태국등)",212081.0199,448209.1248,1,0
53.35,커피숍,198207,452455.8332,1,1
53.35,기타 휴게음식점,190453.8042,446794.64,1,1
53.36,식육(숯불구이),197980.4708,441681.5583,1,0
53.36,한식,210917.248,448945.8253,1,0
53.36,한식,210889.2807,448953.7773,1,0
53.37,한식,192321.8723,453276.7144,1,0
53.37,한식,200105.8114,448343.4772,1,0
53.37,떡카페,194849.1385,450512.1555,1,1
53.39,한식,202685.968,453675.538,1,0
53.39,일반조리판매,212046.8153,450211.8041,1,1
53.4,기타,206603.2299,452264.2919,1,0
53.4,한식,185177.8435,450877.7107,1,0
53.4,한식,207743.311,448532.9286,1,0
53.41,일식,193170.9374,450947.8873,1,0
53.41,기타,193170.9374,450947.8873,1,0
53.41,기타 휴게음식점,211047.8787,450021.505,1,1
53.42,한식,208194.203,446000.5438,1,0
53.42,커피숍,207578.8897,451310.4745,0,1
53.44,커피숍,192005.7123,446752.1725,1,1
53.45,기타,203458.7582,446862.3728,1,0
53.46,한식,203963.8897,463707.9462,1,0
53.46,호프/통닭,187240.8472,446462.4884,1,0
53.46,한식,187240.8472,446462.4884,1,0
53.46,호프/통닭,187240.8472,446462.4884,1,0
53.46,호프/통닭,187240.8472,446462.4884,0,0
53.46,커피숍,187240.8472,446462.4884,1,1
53.46,커피숍,201465.1197,445946.8998,1,1
53.46,커피숍,187240.8472,446462.4884,0,1
53.47,호프/통닭,190232.4714,440016.2501,1,0
53.47,기타,193319.9984,451131.951,1,0
53.47,기타 휴게음식점,,,1,1
53.49,한식,203919.4718,449315.066,1,0
53.5,중국식,192171.2354,449751.487,1,0
53.5,커피숍,194561.3376,441271.1793,0,1
53.5,기타 휴게음식점,196762.6637,445085.4237,1,1
53.51,한식,191380.2307,447921.9422,1,0
53.52,분식,208361.517,455654.1547,1,0
53.52,한식,189735.1527,446880.7003,1,0
53.53,커피숍,207491.4817,449597.1192,1,1
53.55,한식,193717.6143,446460.3636,0,0
53.55,한식,204057.8067,463010.3799,1,0
53.55,기타,193592.0004,447092.6294,0,0
53.55,일반조리판매,206217.4347,448506.2187,1,1
53.56,정종/대포집/소주방,186224.1232,450729.2736,1,0
53.57,한식,187982.7061,449719.2129,1,0
53.57,식육(숯불구이),194284.8518,440692.0559,0,0
53.57,한식,192589.9217,445447.0508,1,0
53.57,기타 휴게음식점,208926.2321,444753.409,1,1
53.58,호프/통닭,190649.039,448224.1119,1,0
53.59,한식,195155.2648,450709.8404,1,0
53.59,한식,210882.0904,449269.7545,1,0
53.59,한식,195155.2648,450709.8404,0,0
53.6,일식,210986.4607,441725.2935,1,0
53.6,"외국음식전문점(인도,태국등)",201514.971,456137.1021,1,0
53.6,횟집,191869.7535,438948.8509,1,0
53.62,"외국음식전문점(인도,태국등)",189940.3796,446548.18,1,0
53.62,커피숍,202530.9754,460012.6831,1,1
53.62,백화점,191581.5003,446108.8072,1,1
53.63,일식,201215.8782,454367.5778,1,0
53.63,기타,199032.1849,452280.6594,1,0
53.64,기타,195748.0644,449145.5788,0,0
53.64,커피숍,188220.3661,446986.335,1,1
53.66,분식,195300.6303,448489.5197,1,0
53.66,일식,195829.9552,449860.5754,1,0
53.66,일식,198202.4725,442471.241,0,0
53.66,일식,198202.4725,442471.241,1,0
53.66,기타 휴게음식점,195300.6303,448489.5197,0,1
53.68,한식,191610.4072,451800.9993,1,0
53.69,기타,198188.7851,449341.97,1,0
53.7,호프/통닭,203280.5456,460430.2784,1,0
53.7,커피숍,204668.4061,463573.9091,1,1
53.71,커피숍,203327.362,442521.9201,1,1
53.72,한식,198579.4186,452473.8679,1,0
53.72,한식,195578.1042,448854.6969,1,0
53.72,"외국음식전문점(인도,태국등)",185655.7716,450931.6757,1,0
53.72,"외국음식전문점(인도,태국등)",195855.1318,449365.6173,1,0
53.72,"외국음식전문점(인도,태국등)",197420.2225,447569.4391,1,0
53.74,한식,192171.2354,449751.487,1,0
53.74,분식,192028.4159,452265.9522,1,0
53.75,호프/통닭,185820.07,445944.82,0,0
53.75,아이스크림,202920.5124,455277.6005,1,1
53.75,커피숍,206451.8338,454370.7997,1,1
53.75,철도역구내,203319.7292,444338.1622,1,1
53.76,한식,202071.3105,459514.7113,1,0
53.76,한식,202178.072,458164.931,1,0
53.76,한식,194581.679,450723.6608,1,0
53.76,한식,194581.679,450723.6608,0,0
53.76,기타,190681.5493,452935.8171,1,0
53.76,호프/통닭,211233.9784,448583.9526,1,0
53.76,한식,207683.1458,455292.3352,0,0
53.78,기타,193160.6726,449629.9174,1,0
53.79,한식,192028.4159,452265.9522,1,0
53.79,기타,190339.7843,444765.3425,1,0
53.79,커피숍,206212.7479,449662.6473,0,1
53.8,한식,196126.0672,441907.214,1,0
53.8,호프/통닭,196337.5216,452392.5119,1,0
53.8,커피숍,196370.7464,447841.6988,1,1
53.8,백화점,204538.1449,442942.8535,0,1
53.8,전통찻집,198477.037,452783.2097,1,1
53.81,"외국음식전문점(인도,태국등)",198297.1816,452163.6077,1,0
53.81,커피숍,196504.0954,449848.1624,1,1
53.82,기타,205548.2321,456950.1521,1,0
53.82,기타,209790.9599,443481.2122,1,0
53.82,한식,205674.2043,457029.0115,1,0
53.82,한식,200542.2582,452057.1269,1,0
53.82,한식,207606.6286,453411.0556,1,0
53.82,기타,192343.6494,450105.8607,1,0
53.82,커피숍,192700.2994,449375.7675,1,1
53.83,한식,198150.3004,452019.2126,1,0
53.85,기타,197790.2466,441559.5939,1,0
53.85,한식,199021.6638,452325.0708,1,0
53.86,기타,,,1,0
53.86,정종/대포집/소주방,205038.607,452384.7452,1,0
53.88,한식,187431.5484,446553.6408,1,0
53.88,기타,199219.3677,442464.8421,1,0
53.89,호프/통닭,186992.7343,446925.4127,1,0
53.89,기타,201788.4344,451533.6746,1,0
53.9,"외국음식전문점(인도,태국등)",189703.5925,442932.2784,1,0
53.9,경양식,204012.8082,449299.0902,1,0
53.9,한식,205316.2963,458732.9588,1,0
53.9,한식,184555.6892,451767.8335,1,0
53.9,호프/통닭,,,1,0
53.9,기타,210199.4592,446539.2794,0,0
53.92,한식,,,1,0
53.92,한식,208056.0251,453079.0738,1,0
53.92,호프/통닭,189658.5961,444431.2549,1,0
53.92,기타 휴게음식점,193652.1299,451877.664,1,1
53.92,기타 휴게음식점,193652.1299,451877.664,1,1
53.92,기타 휴게음식점,,,0,1
53.94,기타,193409.6134,451093.0893,1,0
53.94,경양식,193409.6134,451093.0893,1,0
53.94,김밥(도시락),203899.4431,444468.2118,1,0
53.94,경양식,189379.2393,442894.9362,1,0
53.94,한식,190539.6942,448296.4519,1,0
53.94,한식,196128.9234,441789.9101,1,0
53.94,일식,190597.3783,452759.9449,0,0
53.94,커피숍,211532.3537,448182.5885,1,1
53.95,한식,197830.1669,451390.5327,0,0
53.95,"외국음식전문점(인도,태국등)",200636.1986,452126.4576,1,0
53.96,한식,205096.0107,456440.8311,1,0
53.96,한식,204824.957,448868.4942,1,0
53.96,커피숍,203790.2182,461383.706,1,1
53.97,기타,202539.1859,442680.7737,1,0
53.97,기타,198081.5136,442047.1128,1,0
53.97,커피숍,187287.7721,444799.3003,1,1
53.98,호프/통닭,201612.3756,451967.8801,1,0
53.98,기타,195380.7957,448668.055,1,0
53.98,기타,195380.7957,448668.055,1,0
53.98,커피숍,192051.3768,450651.9929,0,1
53.99,호프/통닭,205508.0961,451938.6671,1,0
54,한식,204934.1667,449083.0568,1,0
54,한식,206556.149,454633.6318,1,0
54,호프/통닭,207885.5738,454262.0364,0,0
54,기타,202523.5442,457223.7629,1,0
54,기타,192965.9959,449641.769,1,0
54,기타,213293.0432,443810.178,1,0
54,기타,198748.3231,449097.163,1,0
54,기타,196405.2366,448104.0898,1,0
54,기타,195792.5264,448109.1544,1,0
54,"외국음식전문점(인도,태국등)",204296.2885,449315.2986,1,0
54,일식,203762.0458,453168.1944,1,0
54,기타,202143.9316,458266.8701,1,0
54,기타,204345.8267,461119.9577,1,0
54,한식,192688.7943,457570.4102,1,0
54,한식,193291.1179,452859.2334,1,0
54,호프/통닭,,,1,0
54,한식,195329.6822,442772.1524,1,0
54,기타,203269.2649,442433.4775,1,0
54,일식,207624.4247,445533.4396,1,0
54,한식,207993.3288,450439.8293,1,0
54,한식,204229.6438,453460.185,1,0
54,기타,206695.2136,457162.524,1,0
54,한식,209133.8167,456387.7999,0,0
54,한식,201499.8495,454623.85,1,0
54,한식,203409.9404,461861.5413,1,0
54,분식,192051.7445,456371.3312,1,0
54,경양식,193385.3819,453090.6951,1,0
54,기타,192001.67,450511.8709,1,0
54,중국식,182974.8501,450419.6846,1,0
54,정종/대포집/소주방,191026.4742,439182.8707,1,0
54,기타,201996.425,445069.98,1,0
54,중국식,215070.0424,449783.9739,1,0
54,일식,206899.7836,450618.3636,1,0
54,한식,208953.8703,454694.7799,1,0
54,기타,209133.8167,456387.7999,0,0
54,한식,193745.026,451598.1682,1,0
54,기타,192448.7311,449279.71,1,0
54,한식,185517.646,450898.3544,1,0
54,한식,189746.4883,442250.5942,1,0
54,식육(숯불구이),190527.5681,440294.4778,0,0
54,호프/통닭,199477.8315,442295.4031,1,0
54,분식,204512.65,445567.1683,1,0
54,키즈카페,203998.8367,443612.6351,1,0
54,한식,209552.9046,444817.5238,1,0
54,한식,190344.5771,443192.7271,0,0
54,기타,206289.8788,449019.8455,0,0
54,경양식,207133.1306,452046.8294,0,0
54,아이스크림,206556.149,454633.6318,1,1
54,일반조리판매,204407.8241,461755.9614,0,1
54,기타 휴게음식점,194391.1696,450428.2811,1,1
54,일반조리판매,191860.1639,450097.9424,1,1
54,기타 휴게음식점,205130.5917,445590.0968,0,1
54,백화점,205130.5917,445590.0968,0,1
54,커피숍,188134.3623,450119.8162,1,1
54,커피숍,195897.5044,443898.2879,1,1
54,커피숍,205130.5917,445590.0968,0,1
54,커피숍,205130.5917,445590.0968,0,1
54,커피숍,205130.5917,445590.0968,0,1
54,일반조리판매,202392.7307,447025.2034,1,1
54,커피숍,205130.5917,445590.0968,0,1
54,커피숍,205130.5917,445590.0968,0,1
54,커피숍,205130.5917,445590.0968,0,1
54,커피숍,204280.5197,446277.7764,1,1
54,기타 휴게음식점,207167.8304,445411.9282,1,1
54,커피숍,203392.7935,440676.3799,0,1
54,아이스크림,205130.5917,445590.0968,0,1
54,커피숍,205130.5917,445590.0968,0,1
54,커피숍,203261.1737,446143.0714,1,1
54,커피숍,214606.2826,451038.2548,1,1
54,커피숍,206279.2066,443733.8027,0,1
54.01,기타,190799.833,439885.9413,1,0
54.02,한식,200246.2551,445174.1939,1,0
54.02,한식,197728.3728,451030.8539,1,0
54.02,한식,197052.8637,447617.104,1,0
54.03,경양식,201980.6462,446518.9134,1,0
54.04,경양식,208228.4487,448614.9629,1,0
54.05,"외국음식전문점(인도,태국등)",200261.9693,451419.8633,1,0
54.05,기타,,,1,0
54.06,한식,195116.0603,445503.5668,1,0
54.06,기타,201249.3882,453112.2922,1,0
54.06,경양식,208346.8443,448693.1741,1,0
54.06,기타,199954.0447,453701.5723,1,0
54.06,기타,193221.4646,452932.4786,1,0
54.07,경양식,198525.9992,452748.0039,1,0
54.07,편의점,193397.5504,452841.7481,1,1
54.08,한식,184623.199,450094.6599,1,0
54.09,커피숍,198746.7989,453063.1737,1,1
54.1,기타,204332.6999,445937.6735,1,0
54.1,한식,205048.4068,445141.2451,1,0
54.1,커피숍,190977.8506,453037.788,1,1
54.11,커피숍,207134.4214,462917.6051,1,1
54.12,기타,191687.4929,446910.5408,1,0
54.12,기타,197739.8035,451200.497,1,0
54.13,한식,205183.4725,446060.9085,1,0
54.13,호프/통닭,193177.9782,452892.9281,1,0
54.13,한식,196126.3024,441771.9004,1,0
54.14,경양식,186527.0348,448706.3344,1,0
54.15,"외국음식전문점(인도,태국등)",191815.9391,450500.3667,1,0
54.15,커피숍,200983.7848,461382.3391,1,1
54.17,기타,212569.0251,450213.4568,1,0
54.17,기타 휴게음식점,193426.1654,451138.7104,0,1
54.18,기타,191084.1781,448205.9108,1,0
54.18,한식,204369.4428,453761.3084,1,0
54.18,분식,190604.3405,452852.2827,1,0
54.18,중국식,190604.3405,452852.2827,0,0
54.18,커피숍,202215.2828,445698.7262,1,1
54.2,한식,202716.1973,452561.4862,1,0
54.2,철도역구내,,,1,1
54.2,커피숍,198973.3173,452370.5647,1,1
54.21,경양식,196023.59,455426.7476,1,0
54.21,한식,210920.81,445466.375,1,0
54.21,백화점,193592.0004,447092.6294,0,1
54.22,경양식,200703.6256,451836.4583,1,0
54.22,호프/통닭,207829.5605,448477.1313,1,0
54.22,경양식,197426.5288,447613.6339,1,0
54.23,경양식,198873.5464,448035.8647,1,0
54.23,커피숍,198052.0517,456687.8474,1,1
54.24,한식,187930.2175,447891.8971,1,0
54.24,한식,194434.2436,442734.6362,1,0
54.25,기타,207923.7459,455090.7183,1,0
54.25,기타,195979.1978,450517.6338,1,0
54.25,한식,194900.2208,453998.5383,0,0
54.27,한식,202666.7171,447239.2186,1,0
54.27,기타,208681.4022,444879.0567,1,0
54.27,일식,196641.0636,441432.5514,1,0
54.27,커피숍,202666.7171,447239.2186,0,1
54.28,한식,201562.6903,445969.9518,1,0
54.28,커피숍,199907.3582,453310.7005,1,1
54.29,기타,193422.2892,450387.2361,1,0
54.29,한식,203242.1088,455802.4516,1,0
54.29,커피숍,203792.6222,444097.2492,1,1
54.3,분식,198101.4452,449672.9092,1,0
54.3,일식,193319.9984,451131.951,1,0
54.3,기타 휴게음식점,199121.893,443970.2712,1,1
54.31,일식,211593.9346,448339.4191,1,0
54.31,감성주점,202668.6155,443416.0689,0,0
54.32,한식,187619.9697,446536.4801,0,0
54.33,일식,201971.8316,446734.3978,1,0
54.33,한식,193287.424,451090.4198,1,0
54.34,경양식,199266.4456,451500.9174,1,0
54.34,기타,,,1,0
54.34,중국식,,,1,0
54.34,한식,188953.0668,447333.5692,1,0
54.35,한식,195292.9726,449083.0603,1,0
54.35,기타 휴게음식점,206166.4626,452512.7878,1,1
54.36,한식,185874.3345,446545.9558,1,0
54.36,호프/통닭,185874.3345,446545.9558,0,0
54.37,기타,200336.2901,456264.128,1,0
54.37,한식,192249.5585,450701.2266,1,0
54.37,호프/통닭,200336.2901,456264.128,0,0
54.37,호프/통닭,200336.2901,456264.128,0,0
54.38,기타,201915.2373,452667.9159,1,0
54.4,"외국음식전문점(인도,태국등)",196769.6325,441562.2958,1,0
54.4,한식,198549.4106,452047.0283,1,0
54.4,경양식,204151.6482,449132.4565,1,0
54.4,일식,207660.8837,454911.1103,1,0
54.4,한식,196030.3613,450665.925,1,0
54.4,일식,209246.6679,442397.7646,1,0
54.4,정종/대포집/소주방,207267.0083,452005.0049,1,0
54.4,경양식,196594.3388,451195.8735,1,0
54.4,한식,185292.7666,450863.0269,1,0
54.4,기타,208233.927,445435.2576,1,0
54.4,커피숍,206765.8793,457402.6513,0,1
54.42,커피숍,202760.0601,444938.703,1,1
54.43,한식,200582.2821,460491.5754,1,0
54.43,커피숍,192550.4145,443845.3368,0,1
54.45,기타,211052.6385,449343.312,1,0
54.45,한식,200018.4045,448138.4141,1,0
54.45,한식,202613.2882,452570.2013,1,0
54.45,경양식,197722.571,446344.5912,1,0
54.45,한식,193394.7919,442489.9804,1,0
54.46,한식,194293.3482,450686.9215,1,0
54.46,한식,194293.3482,450686.9215,1,0
54.46,기타,211286.2168,443423.8382,1,0
54.46,"외국음식전문점(인도,태국등)",196704.7455,448591.7864,0,0
54.46,전통찻집,198952.4398,452272.205,1,1
54.48,한식,202567.6136,452465.3281,1,0
54.5,한식,205394.8612,461820.0211,1,0
54.5,호프/통닭,194138.4233,441386.5421,1,0
54.5,호프/통닭,196666.5872,444991.4264,1,0
54.5,한식,198397.0405,453851.506,1,0
54.5,호프/통닭,187095.4648,446355.593,1,0
54.5,커피숍,201102.9374,456557.3406,1,1
54.5,패스트푸드,197273.0834,448775.0667,1,1
54.5,기타 휴게음식점,209039.148,446007.9668,1,1
54.51,중국식,203553.0856,462880.5243,1,0
54.51,한식,194622.1764,449354.7103,1,0
54.51,일식,190144.8929,453302.0499,1,0
54.52,횟집,198308.7396,449302.8424,1,0
54.54,한식,191141.2262,447891.2103,1,0
54.54,한식,207500.2152,445193.0242,1,0
54.54,커피숍,185486.6703,450776.8978,1,1
54.55,기타,196742.0623,450925.3028,1,0
54.55,식육(숯불구이),198886.4227,452324.5149,1,0
54.55,한식,198235.508,441950.007,1,0
54.56,분식,200731.1545,450118.5577,1,0
54.56,분식,197022.8136,449161.0913,1,0
54.56,기타,193862.0264,455974.9785,1,0
54.56,기타,203285.2515,442173.6768,1,0
54.56,한식,192242.0572,457010.8432,0,0
54.56,커피숍,190144.8929,453302.0499,1,1
54.57,한식,204048.6159,449385.7079,0,0
54.57,한식,192028.4159,452265.9522,1,0
54.57,경양식,204048.6159,449385.7079,1,0
54.57,경양식,201813.3685,449657.7543,1,0
54.58,한식,197311.5151,447679.0909,1,0
54.58,기타 휴게음식점,201654.0314,445398.6555,1,1
54.59,기타,206740.0362,460958.1644,1,0
54.59,기타,193135.4834,451427.2358,1,0
54.6,한식,199224.1285,450933.3857,1,0
54.6,기타,200099.2186,448331.1857,1,0
54.6,한식,203933.6977,448762.8259,1,0
54.6,기타,210986.4607,441725.2935,1,0
54.6,일식,200099.2186,448331.1857,1,0
54.6,한식,200903.9562,443371.8773,0,0
54.6,기타,210654.5062,442070.5757,1,0
54.6,한식,211129.6148,448575.8074,1,0
54.6,기타,212539.9588,442180.7702,1,0
54.6,한식,192834.209,459225.6706,0,0
54.6,커피숍,200178.7243,453254.4995,1,1
54.6,커피숍,203646.3986,459243.2258,1,1
54.6,기타 휴게음식점,183392.3,451586.0891,1,1
54.61,한식,190086.6254,453231.4277,1,0
54.61,한식,189282.6422,441654.4846,0,0
54.61,기타,189282.6422,441654.4846,0,0
54.61,기타,189282.6422,441654.4846,0,0
54.61,커피숍,191687.4929,446910.5408,1,1
54.63,한식,206936.0749,451302.2774,1,0
54.63,기타,201693.3657,454130.9699,1,0
54.63,기타,192318.4236,449340.4122,1,0
54.64,경양식,199081.3766,452311.8199,1,0
54.65,기타,194056.0978,450376.8283,1,0
54.65,냉면집,185269.8103,448458.0575,0,0
54.68,일식,202935.5014,460418.7967,1,0
54.68,한식,195974.565,449299.1099,1,0
54.68,한식,191637.1186,450144.1109,1,0
54.69,기타,209227.922,449618.6823,1,0
54.69,기타,206521.4053,451940.1191,1,0
54.69,한식,210947.8465,444352.5236,1,0
54.7,한식,203008.9895,450655.2029,1,0
54.7,기타,198959.9988,447937.0076,1,0
54.7,경양식,200734.4555,456512.8494,1,0
54.7,일반조리판매,198921.2413,451495.9854,1,1
54.7,커피숍,191198.7203,439169.4293,1,1
54.71,일반조리판매,193232.6823,446951.3704,1,1
54.72,기타,199049.6588,447910.4065,1,0
54.72,기타,201457.8504,454593.3549,1,0
54.72,경양식,203026.8751,460848.179,1,0
54.72,기타,204873.7538,463774.0393,1,0
54.72,한식,196964.8608,441207.4822,1,0
54.72,감성주점,202100.8035,459602.0888,1,0
54.72,기타,207118.1903,444849.8563,1,0
54.72,기타 휴게음식점,192841.2276,455054.2653,1,1
54.74,중국식,206109.9871,448630.833,1,0
54.74,일식,201765.0425,444619.143,1,0
54.74,중국식,185253.4782,450811.0376,0,0
54.74,중국식,185253.4782,450811.0376,0,0
54.74,중국식,185253.4782,450811.0376,0,0
54.75,중국식,206704.9211,455032.1173,1,0
54.76,경양식,194451.7484,441021.8434,1,0
54.76,분식,205701.5649,449237.5343,0,0
54.77,커피숍,207617.6368,453501.7112,1,1
54.78,경양식,200693.6525,447995.8319,1,0
54.78,경양식,204532.1917,454518.3194,1,0
54.78,한식,201821.7378,457428.3381,1,0
54.78,한식,189611.8188,444403.2363,1,0
54.78,패스트푸드,188977.1711,447466.355,1,1
54.79,호프/통닭,192636.6354,454614.6855,1,0
54.8,한식,199147.2862,447889.5607,1,0
54.8,한식,207491.2901,451732.0396,1,0
54.81,호프/통닭,185262.6347,446725.9023,1,0
54.81,한식,205276.4643,457964.1261,1,0
54.81,기타 휴게음식점,,,0,1
54.82,커피숍,199693.3027,451535.8673,1,1
54.84,기타,196362.4339,444957.0046,1,0
54.86,"외국음식전문점(인도,태국등)",204176.4398,448949.4953,1,0
54.86,기타,194745.0794,449337.2088,1,0
54.86,한식,187406.9559,446666.3704,1,0
54.87,기타,211996.2003,448413.6296,1,0
54.87,한식,199867.3957,456131.3073,1,0
54.88,기타,193307.4267,451152.3681,0,0
54.88,한식,205398.7755,448554.2577,1,0
54.88,일식,193307.4267,451152.3681,1,0
54.88,호프/통닭,198505.1408,451381.1131,1,0
54.9,한식,204694.7781,454320.7481,1,0
54.9,기타,203538.8616,441704.4979,1,0
54.9,일식,190144.8929,453302.0499,1,0
54.9,기타,191020.2644,442460.919,1,0
54.9,호프/통닭,201731.6844,457219.3356,1,0
54.9,커피숍,194597.6489,445004.4687,1,1
54.9,편의점,193467.0808,450841.063,1,1
54.93,정종/대포집/소주방,206935.0003,458267.9208,1,0
54.94,한식,211518.5154,449454.2718,1,0
54.96,경양식,192672.0675,452221.9607,1,0
54.97,기타 휴게음식점,,,0,1
54.97,커피숍,198737.7667,450682.6229,0,1
54.98,정종/대포집/소주방,193718.7143,456311.3589,1,0
54.99,일식,192476.4557,449528.3809,1,0
54.99,경양식,199076.6764,451422.5538,1,0
54.99,일식,199076.6764,451422.5538,1,0
55,기타,200104.1671,448307.7229,1,0
55,기타,197306.7724,452970.3698,1,0
55,경양식,203472.9361,450958.4827,1,0
